Storename,Product,Size/Weight,Unit Price,Sale Price,Saving
PAK'nSAVE Westgate,Double Decker Cheese Ring,70g,$3.33/100g,3 for $5.00 ($1.67 ea),$0.66 ea
PAK'nSAVE Westgate,Double Decker Chilli Cheese Corntos,70g,$3.33/100g,3 for $5.00 ($1.67 ea),$0.66 ea
PAK'nSAVE Westgate,Beehive Sweet & Smokey Champagne Shaved Ham,100g,$23.90/1kg,$2.39,$0.00
PAK'nSAVE Westgate,Ceres Organics Organic Whole Peeled Tomatoes,400g,$5.98/1kg,$2.39,$0.00
PAK'nSAVE Westgate,Ceres Organics Organic Cherry Tomatoes,400g,$5.98/1kg,$2.39,$0.00
PAK'nSAVE Westgate,Ceres Organics Organic Chopped Tomatoes,400g,$5.98/1kg,$2.39,$0.00
PAK'nSAVE Westgate,Ceres Organics Organic Cannellini Beans,400g,$5.98/1kg,$2.39,$0.00
PAK'nSAVE Westgate,Ceres Organics Mixed Beans,400g,$5.98/1kg,$2.39,$0.00
PAK'nSAVE Westgate,Ceres Organics Butter Beans,400g,$5.98/1kg,$2.39,$0.00
PAK'nSAVE Westgate,Ceres Organics Organic Chickpeas Garbanzo Beans,400g,$5.98/1kg,$2.39,$0.00
PAK'nSAVE Westgate,Ceres Organics Red Kidney Beans,400g,$5.98/1kg,$2.39,$0.00
PAK'nSAVE Westgate,Pascall Pineapple Lumps,120g,$1.99/100g,$2.39,$0.00
PAK'nSAVE Westgate,Beehive Shaved Beef Pastrami,100g,$23.90/1kg,$2.39,$0.00
PAK'nSAVE Westgate,Pascall Passionfruit Pavlova Dessert Lumps,120g,$1.99/100g,$2.39,$0.00
PAK'nSAVE Westgate,Beehive Shaved Champagne Ham,100g,$23.90/1kg,$2.39,$0.00
PAK'nSAVE Westgate,Beehive Shaved Honey Baked Ham,100g,$23.90/1kg,$2.39,$0.00
PAK'nSAVE Westgate,Beehive Shaved Peppered Ham,100g,$23.90/1kg,$2.39,$0.00
PAK'nSAVE Westgate,Sour Patch Kids Sweets,190g,$1.26/100g,$2.39,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Ready Sauce For Sweet Chilli Chicken,145g,$1.72/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Gluten Free Sweet & Spicy Minced Beef Ready Sauce,120g,$2.08/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Ready Sauce For Butter Chicken,120g,$2.08/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lay's Stax Original Potato Chips,105g,$2.37/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Ready Sauce For Teriyaki Beef,100g,$2.49/100g,$2.49,$0.00
PAK'nSAVE Westgate,New Zealand Kettle Korn Salted And Sweet Popcorn,100g,$2.49/100g,$2.49,$0.00
PAK'nSAVE Westgate,Mother Earth Apple & Blackcurrant Fruit Sticks,152g,$1.64/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Gluten Free Cantonese Beef Ready Sauce,100g,$2.49/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Ready Sauce For Hoisin Minced Pork,110g,$2.26/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Ready Sauce For Coconut Curry Vegetables,110g,$2.26/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Ready Sauce For Black Pepper Beef,120g,$2.08/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Gluten Free Thai Green Curry Ready Sauce,120g,$2.08/100g,$2.49,$0.00
